"State","District","ROWID","Country","State.LGD.Code","District.LGD.Code","Ground.Water.Station.Name","Ground.Water.Station.Latitude","Ground.Water.Station.Longitude","SourceYear","Amount.of.Arsenic","Amount.of.carbonate","Amount.of.Calcium","Amount.of.Chloride","Amount.of.Electrical.Conductivity","Amount.of.Fluorine","Amount.of.Iron","Amount.of.Hydrogencarbonate","Amount.of.Potassium","Amount.of.Magnesium","Amount.of.Nitrate","Amount.of.Sodium","Percentage.of.Sodium","Amount.of.Phosphate.Ion","Amount.of.Residual.Sodium.Carbonate","Amount.of.Sodium.absorption.ratio","Amount.of.Sulfate","Amount.of.Silicon.dioxide","Amount.of.Hardness.Total","Amount.of.Alkalinity.Total","Amount.of.Total.Dissolved.Solids","Amount.of.Potential.of.Hydrogen","YearCode","Year","district_year","sdp","Gini","NO. OF SEATS","Winning_Margin","sdp_numeric","Deaths","Factories","States","No..of.Political.Parties","Politicalparties_seat","sdp_2","sdp_3","Gini_state"
"KARNATAKA","Tumkur",441663,"India",29,548,"Navile","13.09444444","76.475",2018,0,NA,NA,173,1130,0.28,NA,NA,NA,NA,5.3,NA,NA,0,0,0,NA,0,NA,NA,0,8.56,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",447723,"India",29,548,"Thirumani","14.24166667","77.4375",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",447901,"India",29,548,"Tiptur","13.25","76.49166667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",441668,"India",29,548,"Navule","13.42777778","76.56944444",2018,0,30,18,71,650,0.77,0,134.2,5.8,24,2.8,83.7,NA,0,0,0,65,0,145,NA,0,8.37,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",441776,"India",29,548,"Neelagondanahalli","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",441805,"India",29,548,"Nelahal","13.5","77.01666667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",442055,"India",29,548,"Nonavinakere","13.15833333","76.55833333",2018,0,84,8,355,1690,0.34,0,286.7,228.7,44,18.8,163.7,NA,0,0,0,48,0,200,NA,0,8.81,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",442467,"India",29,548,"Palavalli","14.15833333","77.29166667",2018,0,66,20,106.5,910,1.1,0,153,36.3,19.46,52,123.4,NA,0,0,0,52,0,130,NA,0,8.57,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",443116,"India",29,548,"Pavagada","14.1","77.28333333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",443777,"India",29,548,"Pulamachi","13.83333333","77.275",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",443900,"India",29,548,"Puruvara1","13.7","77.28333333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",444524,"India",29,548,"Rangasamudra","14.175","77.0875",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",444918,"India",29,548,"Rudrapura","13.40555556","76.4125",2018,0,60,56,596.4,2700,0.49,0,201.3,224.4,119,123.4,183.2,NA,0,0,0,240,0,630,NA,0,8.6,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",445686,"India",29,548,"Sasalu","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",446277,"India",29,548,"Siddagangamatha","13.325","77.15",2018,0,48,86,546.7,2100,0.29,0,79.3,2.9,29,9.6,320,NA,0,0,0,116,0,335,NA,0,8.3,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",446282,"India",29,548,"Siddankatte","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",446461,"India",29,548,"Singanahalli","13.32222222","76.96388889",2018,0,0,66,420,1580,0.45,0,85.4,69,51,19.9,133.1,NA,0,0,0,84,0,375,NA,0,8.03,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Tumkur",446528,"India",29,548,"Sira","13.75","76.9",2018,0,78,8,655,3500,0.68,0,292.8,11.2,214.02,395,370.6,NA,0,0,0,260,0,900,NA,0,8.53,2018,"Calendar Year (Jan - Dec), 2018","Tumkur2018",974815,0.24,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Udupi",440877,"India",29,549,"Mundradi","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Udupi2018",974815,0.32,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Udupi",441349,"India",29,549,"Nandanavana","13.81972222","74.63444444",2018,0,NA,NA,28.4,140,0.014,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,8.977,2018,"Calendar Year (Jan - Dec), 2018","Udupi2018",974815,0.32,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Udupi",441834,"India",29,549,"Neralakatte","13.66305556","74.79027778",2018,0,NA,NA,14.2,140,0.028,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,7.551,2018,"Calendar Year (Jan - Dec), 2018","Udupi2018",974815,0.32,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",446884,"India",29,526,"S.S.Ghati","13.40694444","77.53166667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",446280,"India",29,526,"Siddanayakanahalli","13.29166667","77.54166667",2018,0,0,76,315.95,1746,0.6875,0,311.1,13.3,65.556,40.2645,130.4,NA,0,0,0,94,0,460,NA,0,7.596,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",447620,"India",29,526,"Thammarasanahalli","13.1875","77.83611111",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",433871,"India",29,525,"Haragadde-A","12.76166667","77.65944444",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",433870,"India",29,525,"Haragadde","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",434113,"India",29,525,"Hebbal2","13.04166667","77.58333333",2018,0,0,24,120.7,954,0.530303,0,305,6.8,52.202,16.285,74.25,NA,0,0,0,46,0,275,NA,0,7.935,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",448962,"India",29,526,"Vishwanathapura","13.275","77.65",2018,0,0,124,415.35,2290,0.352273,0,183,55.9,52.202,164.13,170,NA,0,0,0,104,0,525,NA,0,7.598,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",446281,"India",29,526,"Siddanayakanahalli A","13.29833333","77.55222222",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",446198,"India",29,526,"Shivagange1","13.18888889","77.22777778",2018,0,0,34,28.4,603,1.466,0,219.6,6.85,6.07,0.269,61.3,NA,0,0,0,78,0,110,NA,0,7.988,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",434662,"India",29,526,"Jadigenahalli","13.03333333","77.86111111",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",448689,"India",29,525,"Vasanthnagara","12.99277778","77.59611111",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",449183,"India",29,526,"Yashwanthapur","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",434354,"India",29,525,"Hsr Layout","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",433469,"India",29,525,"Gsi(Pz)","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",433417,"India",29,525,"Gottikere","12.85833333","77.59166667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",433416,"India",29,525,"Gottigere A","12.85833333","77.59166667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",428423,"India",29,525,"Begihalli","12.79583333","77.60694444",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",428434,"India",29,525,"Begur","11.9375","76.67083333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",426531,"India",29,525,"Anekal1","12.71666667","77.7",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",437525,"India",29,526,"Kodagurki","13.26666667","77.71666667",2018,0,0,62,142,1849,0.431818,0,500.2,255.3,29.136,86.966,136.4,NA,0,0,0,102,0,275,NA,0,8.167,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",436030,"India",29,526,"Kanasvadi","13.1875","77.47083333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",432726,"India",29,526,"Gangenapura","13.17583333","77.21194444",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",429886,"India",29,525,"Cgwb Workshop(Pz)","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore Rural",449241,"India",29,526,"Yentiganahalli","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore Rural2018",974815,0.29,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",433255,"India",29,525,"Gollahalli","13.36388889","77.52111111",2018,0,30,54,81.65,782,0.626263,0,189.1,7.05,31.564,38.545,41.5,NA,0,0,0,38,0,265,NA,0,8.49,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",425894,"India",29,525,"Adugodi(Pz)","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",428435,"India",29,525,"Begur","12.12027778","75.93861111",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",431159,"India",29,525,"Dasanapura","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",433254,"India",29,525,"Gollahalli","12.86305556","77.56555556",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",430046,"India",29,525,"Chandasipalya","12.97916667","77.41944444",2018,0,0,36,80,852,0.29,0,261,21,33.8,32.5,63,NA,0,0,0,58,0,230,NA,0,7.82,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",427807,"India",29,525,"Bangalore-iii","12.9725","77.57666667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",428436,"India",29,525,"Begur","12.88333333","77.62138889",2018,0,NA,NA,21.3,1030,0.16,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,8.207,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",430864,"India",29,525,"Cubbon Park(Pz)","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",430342,"India",29,525,"Chennamankere Achkattu","12.92833333","77.55638889",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",428768,"India",29,525,"Bhaktipura","12.75","77.75",2018,0,20,26,90,610,0.42,0,136,12,32.7,11.2,43,NA,0,0,0,36,0,200,0,0,8.5,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",429835,"India",29,525,"Byrasandra","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Bangalore",430513,"India",29,525,"Chikkabanavara","13.08194444","77.50555556",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bangalore2018",974815,0.36,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Raichur",426809,"India",29,546,"Asha Tanda","16.05638889","76.38833333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raichur2018",974815,0.28,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Raichur",427241,"India",29,546,"Bagalwad","16.05","76.89166667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raichur2018",974815,0.28,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Raichur",427622,"India",29,546,"Ballatagi","16.08611111","76.95666667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raichur2018",974815,0.28,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Raichur",428232,"India",29,546,"Basapur(S)","15.84583333","76.7",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raichur2018",974815,0.28,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Raichur",429058,"India",29,546,"Bhogapur","15.78888889","76.50833333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raichur2018",974815,0.28,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Raichur",429168,"India",29,546,"Bhyagwat","15.99944444","76.89305556",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raichur2018",974815,0.28,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Raichur",432257,"India",29,546,"Echanal","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raichur2018",974815,0.28,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Raichur",432498,"India",29,546,"Gabbur1","16.3","77.15833333",2018,0,0,48,125,730,0.77,0,201.3,4.6,63.2,23.7,35,NA,0,0,0,75,0,380,NA,0,8.14,2018,"Calendar Year (Jan - Dec), 2018","Raichur2018",974815,0.28,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
"KARNATAKA","Raichur",432587,"India",29,546,"Galaga","16.26722222","76.84138889",2018,0,0,100,120.7,1100,0.45,0,298.9,22.5,46.2,30.4,85,NA,0,0,0,171,0,440,NA,0,7.6,2018,"Calendar Year (Jan - Dec), 2018","Raichur2018",974815,0.28,28,11.80555556,974815,508584,12566,"Karnataka",111,3.96428571428571,950264284225,926331878226793344,0.257
