"State","District","ROWID","Country","State.LGD.Code","District.LGD.Code","Ground.Water.Station.Name","Ground.Water.Station.Latitude","Ground.Water.Station.Longitude","SourceYear","Amount.of.Arsenic","Amount.of.carbonate","Amount.of.Calcium","Amount.of.Chloride","Amount.of.Electrical.Conductivity","Amount.of.Fluorine","Amount.of.Iron","Amount.of.Hydrogencarbonate","Amount.of.Potassium","Amount.of.Magnesium","Amount.of.Nitrate","Amount.of.Sodium","Percentage.of.Sodium","Amount.of.Phosphate.Ion","Amount.of.Residual.Sodium.Carbonate","Amount.of.Sodium.absorption.ratio","Amount.of.Sulfate","Amount.of.Silicon.dioxide","Amount.of.Hardness.Total","Amount.of.Alkalinity.Total","Amount.of.Total.Dissolved.Solids","Amount.of.Potential.of.Hydrogen","YearCode","Year","district_year","sdp","Gini","NO. OF SEATS","Winning_Margin","sdp_numeric","Deaths","Factories","States","No..of.Political.Parties","Politicalparties_seat","sdp_2","sdp_3","Gini_state"
"CHHATTISGARH","Korba",427740,"India",22,383,"Banbandha","22.39166667","82.38055556",2018,0,0,72,50,609,0.3,0,232,2.4,19,0,31,NA,NA,0,0,47,22,260,0,0,7.13,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",438549,"India",22,383,"Lakhanpur","22.98055556","83.04722222",2018,0,0,12,25.1,175,0.53,0,34,17.2,0.6,0,6.9,NA,0.001,0,0,1.8,12.1,55,0,0,8.1,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",438803,"India",22,383,"Lenga","22.765","82.26361111",2018,0,0,20,64,907,NA,0,427,13,48,0,102,NA,NA,0,0,47,26,250,0,0,7.12,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",439007,"India",22,383,"Madai","22.71666667","82.52916667",2018,0,0,40,24.85,401,0.737856878,0,183,0.9,9.6,0,29.6,NA,0.019493177,0,0,20.18348624,23,140,0,0,7.4,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",439086,"India",22,383,"Madhuwarani","22.16944444","82.71666667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",440566,"India",22,383,"Mongara(Pz)","0","0",2018,0,0,32,14,423,0.37,0,207,1.1,12,0,32,NA,NA,0,0,4,38,130,0,0,7.17,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",440599,"India",22,383,"Morga","22.75416667","82.64722222",2018,0,0,10,17.75,154,0.226177234,0,24.4,8.34,4.8,0,2.8,NA,0.006497726,0,0,0.550458716,9.45,45,0,0,6.92,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Mahasamund",426983,"India",22,385,"Awaradabri","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Mahasamund2018",209211,0.25,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Mahasamund",431358,"India",22,385,"Deori(bhagat)","21.26666667","82.73333333",2018,0,0,16,21,243,0.8,0,110,0.99,13,0,17,NA,0,0,0,6,10,95,0,0,7.19,2018,"Calendar Year (Jan - Dec), 2018","Mahasamund2018",209211,0.25,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Mahasamund",433721,"India",22,385,"Hadabundh","21.09166667","82.225",2018,0,0,76,121,736,1,0,134,0.67,26,0,18,NA,0,0,0,40,10,300,0,0,6.97,2018,"Calendar Year (Jan - Dec), 2018","Mahasamund2018",209211,0.25,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Mahasamund",434704,"India",22,385,"Jagdishpur","21.33333333","82.775",2018,0,0,48,21,393,1.1,0,213,4.14,12,0,19,NA,0,0,0,9,32,170,0,0,7.04,2018,"Calendar Year (Jan - Dec), 2018","Mahasamund2018",209211,0.25,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Mahasamund",435214,"India",22,385,"Jhalkhamhariya","21.07694444","82.14388889",2018,0,0,68,43,661,1.1,0,305,1.3,19,0,42,NA,0,0,0,25,26,250,0,0,7.06,2018,"Calendar Year (Jan - Dec), 2018","Mahasamund2018",209211,0.25,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Mahasamund",430588,"India",22,385,"Chindoli","21.21388889","82.35416667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Mahasamund2018",209211,0.25,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",444272,"India",22,383,"Ralia-I","0","0",2018,0,0,76,43,705,NA,0,244,2.3,19,0,27,NA,0.05,0,0,46,36,270,0,0,6.88,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",437796,"India",22,383,"Korbi","22.85055556","82.44027778",2018,0,0,18,14.2,445,0.255839822,0,231.8,0.3,3.6,0,78.2,NA,0.006497726,0,0,18.34862385,10.5,60,0,0,7.42,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",437810,"India",22,383,"Korkoma Junction","22.33777778","82.87138889",2018,0,0,20,39,185,NA,0,37,7.7,4.8,0,9.7,NA,NA,0,0,11,11,70,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",447578,"India",22,386,"Tetla","21.79166667","83.32916667",2018,0,NA,102,21,1047,0,0,165,2,25.2,0,81.5,NA,0.15,0,0,318,11.4,360,0,0,7.3,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.27,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",448233,"India",22,386,"Ududa","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.35,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",448233,"India",22,386,"Ududa","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.27,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",448283,"India",22,386,"Ulda","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.35,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",448283,"India",22,386,"Ulda","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.27,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Korba",429905,"India",22,383,"Chadda","0","0",2018,0,0,16,14,157,0.1,0,73,2,12,0,5.4,NA,NA,0,0,0,18,90,0,0,7.4,2018,"Calendar Year (Jan - Dec), 2018","Korba2018",209211,0.34,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Bilaspur",426908,"India",22,375,"Attaria","22.57","81.75694444",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bilaspur2018",209211,0.32,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Bilaspur",426908,"India",22,375,"Attaria","22.57","81.75694444",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Bilaspur2018",209211,0.38,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Bilaspur",432871,"India",22,375,"Gatori","22.19444444","82.13888889",2018,0,0,48,43,625,0.2,0,268,2.4,29,0,26,NA,NA,0,0,11,14,240,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Bilaspur2018",209211,0.32,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Bilaspur",432871,"India",22,375,"Gatori","22.19444444","82.13888889",2018,0,0,48,43,625,0.2,0,268,2.4,29,0,26,NA,NA,0,0,11,14,240,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Bilaspur2018",209211,0.38,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Bilaspur",432978,"India",22,375,"Ghatapara","0","0",2018,0,0,54,121,666,0.7,0,128,1.4,14.4,0,58.31,NA,0.11,0,0,13.7,31.78947368,195,0,0,7.4,2018,"Calendar Year (Jan - Dec), 2018","Bilaspur2018",209211,0.32,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Bilaspur",432978,"India",22,375,"Ghatapara","0","0",2018,0,0,54,121,666,0.7,0,128,1.4,14.4,0,58.31,NA,0.11,0,0,13.7,31.78947368,195,0,0,7.4,2018,"Calendar Year (Jan - Dec), 2018","Bilaspur2018",209211,0.38,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",432732,"India",22,377,"Gangrel","0","0",2018,0,0,54,124,625,0.6,0,122,8.8,9.6,0,58.96,NA,0.14,0,0,13.2,30.36842105,175,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",427885,"India",22,377,"Banraud","20.59583333","81.65833333",2018,0,0,84,178,925,0.3,0,183,9.1,20.4,0,54.1,NA,0.09,0,0,32.9,21.94736842,295,0,0,7,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",429350,"India",22,377,"Birgudi","20.32222222","81.8625",2018,0,0,76,163,732,0.1,0,98,1.6,15.6,0,45.81,NA,0.12,0,0,38.3,24.10526316,255,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",427899,"India",22,377,"Banspani","20.36666667","81.79166667",2018,0,0,44,57,595,1.1,0,256,1,20.4,0,53,NA,0.09,0,0,13.5,7.157894737,195,0,0,7.3,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",438819,"India",22,377,"Lilanj","0","0",2018,0,0,14,46,316,0,0,79,16.5,7.2,0,26.75,NA,0.08,0,0,10.1,6.105263158,65,0,0,7,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",439465,"India",22,377,"Malgaon","0","0",2018,0,0,54,92,562,1.2,0,159,1.4,10.8,0,40.24,NA,0.08,0,0,30.4,25.26315789,180,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",439971,"India",22,377,"Marod","0","0",2018,0,0,24,50,339,0.54,0,110,16,9.6,0,26,NA,0,0,0,11,10,100,0,0,7.02,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",439138,"India",22,377,"Magarlod","20.74722222","81.85833333",2018,0,0,28,60,553,1.1,0,183,1.5,14.4,0,58.3,NA,0.11,0,0,18.8,7.947368421,130,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",426739,"India",22,377,"Arjuni","21.69166667","82.06527778",2018,0,0,84,103,898,0.4,0,329,21,28.8,0,52.2,NA,0.12,0,0,34.5,11.73684211,330,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",446493,"India",22,377,"Singhpur","20.58194444","81.87777778",2018,0,0,48,131,745,0.1,0,159,26.5,13.2,0,67.4,NA,0.08,0,0,46.8,13.10526316,175,0,0,7.3,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",438382,"India",22,377,"Kurud.1","20.8275","81.71888889",2018,0,0,24,60,562,0.7,0,177,1.6,18,0,58.75,NA,0.07,0,0,18.4,8.157894737,135,0,0,6.7,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",428149,"India",22,377,"Baronda","0","0",2018,0,0,18,60,626,0.3,0,183,0.9,10.8,0,74.22,NA,0.14,0,0,15.4,11,90,0,0,7.3,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",428263,"India",22,377,"Baspara Kukrel","20.61333333","81.64916667",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",445816,"India",22,377,"Seadei","20.63583333","81.63472222",2018,0,0,54,121,590,0.7,0,116,1.6,9.6,0,44.36,NA,0.09,0,0,14.5,30.36842105,175,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",440203,"India",22,377,"Mega","20.78305556","81.80055556",2018,0,0,28,57,530,0.8,0,177,1.5,16.8,0,58.62,NA,0.09,0,0,18,8.105263158,140,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",429736,"India",22,377,"Budaraon","0","0",2018,0,0,34,60,562,0.9,0,183,1.7,16.8,0,45.17,NA,0.14,0,0,18.1,8.052631579,155,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",430440,"India",22,377,"Chhati","20.77916667","81.66666667",2018,0,0,22,57,934,0.9,0,171,9,13.2,0,60.35,NA,0.07,0,0,16.5,8.052631579,110,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",431558,"India",22,377,"Dhamtari","20.70833333","81.55",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",432153,"India",22,377,"Dugli","20.49166667","81.87083333",2018,0,0,70,195,828,0.1,0,110,8.9,16.8,0,58.56,NA,0.12,0,0,38.6,23.10526316,245,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",437721,"India",22,377,"Kondapar","21.00416667","81.725",2018,0,0,26,57,535,0.8,0,177,1.3,13.2,0,57.79,NA,0.11,0,0,17.5,8.421052632,120,0,0,7.3,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",438221,"India",22,377,"Kumhada","0","0",2018,0,0,72,99,608,0.3,0,177,1,10.8,0,39.26,NA,0.08,0,0,35,18.52631579,240,0,0,6.9,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",445468,"India",22,377,"Sankra","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",445469,"India",22,377,"Sankra","20.29305556","81.99027778",2018,0,0,54,121,686,1,0,134,1.7,24,0,44.39,NA,0.12,0,0,13.3,30.31578947,235,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",448123,"India",22,377,"Tumribahar","0","0",2018,0,0,16,50,327,0,0,92,16.5,6,0,26.75,NA,0.08,0,0,10.3,5.789473684,65,0,0,6.9,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",432081,"India",22,377,"Dorgardula","20.40555556","81.91111111",2018,0,0,74,181,755,0.1,0,98,8.9,9.6,0,60.33,NA,0.11,0,0,38.3,23.31578947,225,0,0,7.3,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",432504,"India",22,377,"Gadadih","0","0",2018,0,0,28,21,577,0.4,0,287,15.7,15.6,0,47.15,NA,0.13,0,0,4.7,9.631578947,135,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",436906,"India",22,377,"Khadadaha","0","0",2018,0,0,62,178,758,0.1,0,104,8.7,18,0,58.92,NA,0.09,0,0,38,23.05263158,230,0,0,7.3,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",426221,"India",22,377,"Amali","0","0",2018,0,0,72,89,647,0.2,0,165,0.7,13.2,0,33.6,NA,0.09,0,0,47.5,7.157894737,235,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",426332,"India",22,377,"Amdi","20.76666667","81.49583333",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",441208,"India",22,377,"Nagri","20.33333333","81.95833333",2018,0,0,70,178,757,0.1,0,104,8.8,9.6,0,58.07,NA,0.08,0,0,37.8,22.63157895,215,0,0,7,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",428264,"India",22,377,"Baspara(Kukrel)","0","0",2018,0,0,52,57,666,1.1,0,293,1.3,21.6,0,52.9,NA,0.11,0,0,12.4,6.842105263,220,0,0,7.3,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",446314,"India",22,377,"Sihawa","0","0",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",446315,"India",22,377,"Sihawa","20.30833333","81.9125",2018,0,0,52,124,609,0.7,0,122,1.6,13.2,0,44.09,NA,0.07,0,0,13,29.94736842,185,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",429735,"India",22,377,"Budarao","20.72277778","81.90277778",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",431060,"India",22,377,"Dandesara","0","0",2018,0,0,26,60,569,0.8,0,183,1.7,18,0,61.39,NA,0.08,0,0,18.5,8.052631579,140,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Dhamtari",440824,"India",22,377,"Mulgaon","20.6775","81.90416667",2018,0,0,24,60,547,0.8,0,177,1.3,19.2,0,57.44,NA,0.08,0,0,17.8,7.947368421,140,0,0,7.2,2018,"Calendar Year (Jan - Dec), 2018","Dhamtari2018",209211,0.3,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",447311,"India",22,386,"Tamnar","22.09194444","83.44194444",2018,0,NA,30,39,315,0.1,0,122,3.8,9.6,0,14.9,NA,0.13,0,0,7.2,12.5,115,0,0,7.1,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.27,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",447386,"India",22,386,"Taraimal","22.05833333","83.37916667",2018,0,NA,12,28,195,0.1,0,43,2.8,8.4,0,13.4,NA,0.14,0,0,10.6,3.2,65,0,0,6.6,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.35,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
"CHHATTISGARH","Raigarh",447386,"India",22,386,"Taraimal","22.05833333","83.37916667",2018,0,NA,12,28,195,0.1,0,43,2.8,8.4,0,13.4,NA,0.14,0,0,10.6,3.2,65,0,0,6.6,2018,"Calendar Year (Jan - Dec), 2018","Raigarh2018",209211,0.27,11,10.85858586,209211,188211,2809,"Chhattisgarh",56,5.09090909090909,43769242521,9157006997060932,0.342
